country_id,city_id,city_name,attraction_id,attraction_name,attraction_type,short_description,entry_fee,currency,duration,family,months,google_map_ref,rating,reviews,created_at,updated_at
18,58,Bergen,5801,Fløibanen Funicular,Transport,Funicular taking you up Mt. Fløyen for views.,16,EUR,2,Yes,May-Sep,Ref,4.7,35000,3/11/2026,
18,58,Bergen,5802,Bryggen Wharf,Landmark,Iconic colorful wooden houses at the wharf.,0,-,1.5,Yes,Year-round,Ref,4.6,48000,3/11/2026,
18,58,Bergen,5803,Fantoft Stave Church,Church,(Gem) Reconstructed medieval wooden church.,7,EUR,1,Yes,May-Sep,Ref,4.4,8500,3/11/2026,
18,57,Oslo,5701,Vigeland Park,Park,Massive park with 200 Gustav Vigeland sculptures.,0,-,2.5,Yes,Year-round,Ref,4.8,48000,3/11/2026,
18,57,Oslo,5702,Munch Museum,Museum,"Modern waterfront home to Edvard Munch's ""Scream"".",16,EUR,2.5,Yes,Year-round,Ref,4.4,22000,3/11/2026,
18,57,Oslo,5703,Akershus Fortress,Fortress,(Gem) Medieval castle with harbour views.,0,-,2,Yes,Apr-Oct,Ref,4.5,31000,3/11/2026,
18,59,Ålesund,5901,Fjellstua Viewpoint,Viewpoint,418 steps up for the famous Art Nouveau view.,0,-,1.5,Yes,May-Sep,Ref,4.8,12000,3/11/2026,
18,59,Ålesund,5902,Atlantic Sea Park,Aquarium,One of Scandinavia's largest saltwater aquariums.,22,EUR,3,Yes,Year-round,Ref,4.6,8500,3/11/2026,
18,59,Ålesund,5903,Godøy Island,Nature,(Gem) Coastal hike to Alnes lighthouse nearby.,0,-,4,Yes,Jun-Aug,Ref,4.8,3200,3/11/2026,
19,61,Krakow,6101,Wawel Royal Castle,Castle,Historic castle residency of Polish kings.,8,EUR,3,Yes,Apr-Oct,Ref,4.7,98000,3/11/2026,
19,61,Krakow,6102,Main Market Square,Square,Largest medieval town square in Europe.,0,-,2,Yes,Year-round,Ref,4.8,165000,3/11/2026,
19,61,Krakow,6103,Kazimierz District,Culture,(Gem) Former Jewish quarter with deep history.,0,-,3,Yes,May-Sep,Ref,4.7,45000,3/11/2026,
19,60,Warsaw,6001,Royal Castle,Museum,Rebuilt heart of the Polish history (UNESCO).,12,EUR,3,Yes,Year-round,Ref,4.7,55000,3/11/2026,
19,60,Warsaw,6002,?azienki Palace,Park,"Neoclassical palace in the ""Royal Baths"" park.",10,EUR,3,Yes,May-Oct,Ref,4.8,42000,3/11/2026,
19,60,Warsaw,6003,Copernicus Center,Science,(Gem) Interactive museum for kids and adults.,10,EUR,4,Yes,Year-round,Ref,4.7,35000,3/11/2026,
19,62,Wroclaw,6201,Market Square,Square,Stunning Gothic town hall and colorful houses.,0,-,2,Yes,Year-round,Ref,4.8,95000,3/11/2026,
19,62,Wroclaw,6202,Cathedral Island,Historic,"The city's oldest district, lit by gas lamps.",0,-,2,Yes,Year-round,Ref,4.8,31000,3/11/2026,
19,62,Wroclaw,6203,Panorama Rac?awice,Art,(Gem) 114m long 360-degree historical painting.,12,EUR,1.5,Yes,Year-round,Ref,4.8,22000,3/11/2026,
20,65,Sintra,6501,Quinta da Regaleira,Palace,Gothic estate with a famous initiation well.,11,EUR,3,Yes,Year-round,Ref,4.8,65000,3/11/2026,
20,65,Sintra,6502,Castle of the Moors,Fortress,Medieval castle ruins with views to the ocean.,8,EUR,2,No,May-Oct,Ref,4.7,42000,3/11/2026,
20,65,Sintra,6503,Palace of Monserrate,Palace,"(Gem) Exotic palace and gardens, less crowded.",8,EUR,2,Yes,Year-round,Ref,4.8,15000,3/11/2026,
20,63,Lisbon,6301,Jerónimos Monastery,Religious,Best example of Manueline architecture (UNESCO).,10,EUR,2.5,Yes,Year-round,Ref,4.8,95000,3/11/2026,
20,63,Lisbon,6302,Alfama District,District,Ancient Moorish quarter with fado and views.,0,-,3,Yes,Apr-Oct,Ref,4.7,65000,3/11/2026,
20,63,Lisbon,6303,Pink Street,Scenic Spot,(Gem) Iconic neon-pink painted nightlife street.,0,-,0.5,No,Year-round,Ref,4.4,15000,3/11/2026,
20,64,Porto,6401,Ribeira Square,Square,Lively riverside with views of D. Luis I bridge.,0,-,2,Yes,May-Sep,Ref,4.7,85000,3/11/2026,
20,64,Porto,6402,Livraria Lello,Landmark,Famed neo-Gothic bookstore with red staircase.,5,EUR,1,Yes,Year-round,Ref,4.5,45000,3/11/2026,
20,64,Porto,6403,Crystal Palace Gardens,Park,(Gem) Hilltop garden with free-roaming peacocks.,0,-,2,Yes,Apr-Oct,Ref,4.7,32000,3/11/2026,
21,66,Belgrade,6601,Kalemegdan Fortress,Fortress,Historic citadel where the rivers Danube and Sava meet.,0,-,3,Yes,May-Oct,Ref,4.8,72000,3/11/2026,
21,66,Belgrade,6602,Saint Sava Temple,Church,One of the largest Orthodox church buildings.,0,-,1.5,Yes,Year-round,Ref,4.9,35000,3/11/2026,
21,66,Belgrade,6603,Skadarlija,Historic,(Gem) Bohemian street with traditional food and music.,0,-,2.5,Yes,Year-round,Ref,4.7,22000,3/11/2026,
21,67,Niš,6701,Skull Tower,Monument,Tower embedded with 952 skulls from 1809.,2,EUR,0.5,No,Year-round,Ref,4.6,8500,3/11/2026,
21,67,Niš,6702,Mediana,Ruins,Summer residence of Roman Emperor Constantine.,3,EUR,2,Yes,Apr-Oct,Ref,4.5,3200,3/11/2026,
21,67,Niš,6703,Jelašnica Gorge,Nature,(Gem) Beautiful canyon for rock climbing nearby.,0,-,4,No,May-Oct,Ref,4.8,1500,3/11/2026,
21,68,Novi Sad,6801,Petrovaradin Fortress,Fortress,Massive riverside fortress and Exit Festival site.,0,-,3,Yes,May-Sep,Ref,4.8,32000,3/11/2026,
21,68,Novi Sad,6802,Name of Mary Church,Church,Neo-Gothic cathedral in the city center.,0,-,0.5,Yes,Year-round,Ref,4.8,12000,3/11/2026,
21,68,Novi Sad,6803,Danube Park,Park,(Gem) Romantic city park with a lake and swans.,0,-,1.5,Yes,Apr-Oct,Ref,4.7,11000,3/11/2026,
22,70,Bled,7001,Bled Castle,Castle,Clifftop castle with views of the island.,15,EUR,2,Yes,Year-round,Ref,4.5,38000,3/11/2026,
22,70,Bled,7002,Vintgar Gorge,Nature,Ravine with wooden walkways and waterfalls.,10,EUR,2.5,Yes,May-Sep,Ref,4.8,25000,3/11/2026,
22,70,Bled,7003,Pletna Boat Trip,Experience,Traditional wooden boat to the island church.,18,EUR,1.5,Yes,Jun-Aug,Ref,4.7,15000,3/11/2026,
22,69,Ljubljana,6901,Triple Bridge,Bridge,Three bridges spanning the Ljubljanica river.,0,-,0.5,Yes,Year-round,Ref,4.7,25000,3/11/2026,
22,69,Ljubljana,6902,Dragon Bridge,Bridge,Iconic bridge with famous green dragon statues.,0,-,0.5,Yes,Year-round,Ref,4.7,22000,3/11/2026,
22,69,Ljubljana,6903,Metelkova Art Center,Culture,(Gem) Former army base turned alternative hub.,0,-,2,No,Year-round,Ref,4.4,15000,3/11/2026,
22,71,Piran,7101,Tartini Square,Square,Oval Venetian plaza on the waterfront.,0,-,1,Yes,Jun-Sep,Ref,4.7,18000,3/11/2026,
22,71,Piran,7102,Piran Town Walls,Fortification,Best viewpoint of the whole peninsula tip.,3,EUR,1,Yes,May-Oct,Ref,4.8,12000,3/11/2026,
22,71,Piran,7103,Sergej Mašera Museum,Museum,(Gem) Maritime history in a grand palace.,5,EUR,1.5,Yes,Apr-Oct,Ref,4.5,1500,3/11/2026,
23,72,Madrid,7201,Royal Palace,Palace,Official residence of the Spanish Royal Family.,14,EUR,3,Yes,May-Sep,Ref,4.7,95000,3/11/2026,
23,72,Madrid,7202,Retiro Park,Park,UNESCO park with a Crystal Palace and lake.,0,-,3,Yes,Apr-Oct,Ref,4.8,165000,3/11/2026,
23,72,Madrid,7203,Plaza Mayor,Square,Grand central square with 17th-century arcades.,0,-,1,Yes,Year-round,Ref,4.6,155000,3/11/2026,
23,73,Barcelona,7301,Sagrada Família,Church,Gaudí’s unfinished modernist masterpiece.,26,EUR,2.5,Yes,Year-round,Ref,4.8,215000,3/11/2026,
23,73,Barcelona,7302,Park Güell,Park,Mosaic-filled park with city and sea views.,10,EUR,2,Yes,May-Sep,Ref,4.5,175000,3/11/2026,
23,73,Barcelona,7303,Gothic Quarter,Historic,Narrow medieval streets in the old city center.,0,-,3,Yes,Year-round,Ref,4.7,95000,3/11/2026,
23,74,Seville,7401,Seville Cathedral,Cathedral,Largest Gothic cathedral with Columbus's tomb.,12,EUR,2.5,Yes,Apr-Oct,Ref,4.8,65000,3/11/2026,
23,74,Seville,7402,Plaza de España,Landmark,Grand semicircular plaza with tiled alcoves.,0,-,1.5,Yes,May-Sep,Ref,4.8,155000,3/11/2026,
23,74,Seville,7403,Setas de Sevilla,Landmark,(Gem) Largest wooden structure in the world.,5,EUR,1,Yes,Year-round,Ref,4.5,45000,3/11/2026,
23,75,Valencia,7501,L'Oceanogràfic,Aquarium,"Largest aquarium in Europe with 45,000 animals.",33,EUR,4,Yes,May-Sep,Ref,4.6,95000,3/11/2026,
23,75,Valencia,7502,City of Arts & Sciences,Architecture,Futuristic complex designed by Calatrava.,0,-,3,Yes,May-Oct,Ref,4.7,155000,3/11/2026,
23,75,Valencia,7503,Turia Gardens,Park,(Gem) 9km park in a former riverbed.,0,-,3,Yes,Apr-Oct,Ref,4.8,42000,3/11/2026,
23,76,Ronda,7601,Puente Nuevo,Bridge,Iconic 100m high bridge over El Tajo gorge.,0,-,1,Yes,May-Sep,Ref,4.9,22000,3/11/2026,
23,76,Ronda,7602,Mondragon Palace,Museum,Beautiful Moorish palace with small gardens.,4,EUR,1.5,Yes,Apr-Oct,Ref,4.4,5200,3/11/2026,
23,76,Ronda,7603,Arab Baths,Ruins,(Gem) Best preserved Arab thermal site in Spain.,5,EUR,1,Yes,Year-round,Ref,4.6,6500,3/11/2026,
24,77,Stockholm,7701,Vasa Museum,Museum,17th-century warship that sank on its maiden voyage.,16,EUR,2.5,Yes,Year-round,Ref,4.8,88000,3/11/2026,
24,77,Stockholm,7702,Gamla Stan,Old Town,Colorful medieval streets and the Royal Palace.,0,-,3,Yes,May-Sep,Ref,4.7,95000,3/11/2026,
24,77,Stockholm,7703,Skansen,Open Air,(Gem) World's oldest open-air museum and zoo.,22,EUR,4,Yes,Jun-Aug,Ref,4.5,32000,3/11/2026,
24,78,Gothenburg,7801,Liseberg,Park,Scandinavia's largest amusement park.,12,EUR,6,Yes,Jul-Aug,Ref,4.5,45000,3/11/2026,
24,78,Gothenburg,7802,Haga District,Historic,Well-preserved wooden houses and cafes.,0,-,2.5,Yes,May-Sep,Ref,4.6,15000,3/11/2026,
24,78,Gothenburg,7803,Southern Archipelago,Nature,(Gem) Car-free islands reached by public ferry.,5,EUR,5,Yes,Jun-Aug,Ref,4.8,8500,3/11/2026,
24,79,Visby,7901,Visby City Wall,Fortification,Most preserved medieval wall in Scandinavia.,0,-,2.5,Yes,Jun-Aug,Ref,4.8,15000,3/11/2026,
24,79,Visby,7902,Almedalen,Park,Historic harbor area turned into a central park.,0,-,1.5,Yes,Jun-Aug,Ref,4.5,8500,3/11/2026,
24,79,Visby,7903,Lummelunda Cave,Nature,(Gem) Large cave system with stalactites nearby.,18,EUR,2,Yes,May-Sep,Ref,4.5,4200,3/11/2026,
25,81,Lucerne,8101,Chapel Bridge,Bridge,Iconic 14th-century wooden covered bridge.,0,-,1,Yes,Apr-Oct,Ref,4.8,45000,3/11/2026,
25,81,Lucerne,8102,Mount Pilatus,Mountain,Dramatic peak accessible by the steepest cogwheel railway.,72,CHF,5,Yes,May-Sep,Ref,4.8,28000,3/11/2026,
25,81,Lucerne,8103,Lion Monument,Sculpture,(Gem) Heartbreaking rock carving of a dying lion.,0,-,0.5,Yes,Year-round,Ref,4.6,32000,3/11/2026,
25,80,Bern,8001,BärenPark,Park,Riverbank home for the city's heraldic bears.,0,-,1,Yes,May-Oct,Ref,4.6,22000,3/11/2026,
25,80,Bern,8002,Zytglogge,Tower,Medieval clock tower with moving figurines.,0,-,0.5,Yes,Apr-Oct,Ref,4.7,18000,3/11/2026,
25,80,Bern,8003,Einstein House,Museum,(Gem) Flat where Albert Einstein developed E=mc².,6,EUR,1,Yes,Year-round,Ref,4.4,4500,3/11/2026,
25,82,Zermatt,8201,Matterhorn Glacier,Nature,"Europe's highest cable car station (3,883m).",95,EUR,4,Yes,Year-round,Ref,4.9,,3/11/2026,
26,83,London,8301,British Museum,Museum,Global history museum; Rosetta Stone is here.,0,-,4,Yes,Year-round,Ref,4.7,138000,3/11/2026,
26,83,London,8302,Tower of London,Fortress,Historic castle housing the Crown Jewels.,35,GBP,3.5,Yes,May-Sep,Ref,4.7,92000,3/11/2026,
26,83,London,8303,Sky Garden,Viewpoint,(Gem) Free public garden with city views.,0,-,1.5,Yes,Apr-Oct,Ref,4.7,35000,3/11/2026,
26,84,Edinburgh,8401,Edinburgh Castle,Castle,Historic fortress dominating the city skyline.,22,GBP,3,Yes,May-Sep,Ref,4.6,88000,3/11/2026,
26,84,Edinburgh,8402,Royal Mile,Street,Famous succession of streets in the Old Town.,0,-,2,Yes,Aug-Sep,Ref,4.8,65000,3/11/2026,
26,84,Edinburgh,8403,Arthur's Seat,Nature,Extinct volcano providing hiking and views.,0,-,2.5,No,May-Oct,Ref,9.8,25000,3/11/2026,
26,86,York,8601,York Minster,Cathedral,Giant Gothic cathedral with famous stained glass.,15,GBP,2,Yes,Year-round,Ref,9.8,22000,3/11/2026,
26,86,York,8602,The Shambles,Street,Best preserved medieval street in Europe.,0,-,1,Yes,Year-round,Ref,4.7,35000,3/11/2026,
26,86,York,8603,Railway Museum,Museum,(Gem) Largest collection of trains in the UK.,0,-,3,Yes,Year-round,Ref,4.8,48000,3/11/2026,
